Record_number,Ref,Study_number,Country,Region,City,Site_name,Lat,Long,K_ppen_CC,Vegetation,Species,Family,Growth_habit,Senesced_sample_method,MAT,TAP,Elevation,C_green_leaf,C_senesced_leaf,N_green_leaf,N_senesced_leaf,P_green_leaf,P_senesced_leaf,K_green_leaf,K_senesced_leaf,Ca_green_leaf,Ca_senesced_leaf,Mg_green_leaf,Mg_senesced_leaf,Spec_area_green_leaf,Spec_area_senesced_leaf,Area_green_leaf,Area_senesced_leaf,Mass_green_leaf,Mass_senesced_leaf,Leaf_loss,Leaf_shrink
596,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Empetrum hermaphroditum,Ericaceae,Tree (evergreen),Picked from the plant,-0.8,320,360,,,1,0.69,,,,,,,,,,,,,,,,
597,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Calamagrostis lapponica,Poaceae,Graminoid,Picked from the plant,-0.8,320,360,,,1.47,0.48,,,,,,,,,,,,,,,,
598,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Carex vaginata,Cyperaceae,Graminoid,Picked from the plant,-0.8,320,360,,,1.61,0.74,,,,,,,,,,,,,,,,
599,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Carex capitata,Cyperaceae,Graminoid,Picked from the plant,-0.8,320,360,,,1.71,0.84,,,,,,,,,,,,,,,,
600,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Polygonum viviparum,Polygonaceae,Forb,Picked from the plant,-0.8,320,360,,,2.79,0.77,,,,,,,,,,,,,,,,
601,Quested et al. (2002),60,Sweden,,,Abisko Scientific Research Station,68.4,18.8,D,,Rubus chamaemorus,Rosaceae,Forb,Picked from the plant,-0.8,320,360,,,2.83,0.59,,,,,,,,,,,,,,,,
859,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Shorea robusta,Dipterocarpaceae,Tree (evergreen),,23,2000,350,,,,,,,,,,,,,,,,,,,20.4,
860,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Mallotus philippensis,Euphorbiaceae,Tree (evergreen),,23,2000,350,,,,,,,,,,,,,,,,,,,11.8,
861,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Murraya peniculata,Rutaceae,Tree (evergreen),,23,2000,350,,,,,,,,,,,,,,,,,,,19.9,
862,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Pinus roxburghii,Pinaceae,Conifers,,15,2000,1500,,,,,,,,,,,,,,,,,,,22.8,
863,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Symplocos ramosissima,Symplocaceae,Tree (deciduous),,15,2000,1500,,,,,,,,,,,,,,,,,,,21.5,
864,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Glochidion velutinum,Euphorbiaceae,Tree (deciduous),,15,2000,1500,,,,,,,,,,,,,,,,,,,28.4,
865,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Quercus leucotrichophora,Fagaceae,Tree (evergreen),,13,2000,2150,,,,,,,,,,,,,,,,,,,16.5,
866,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Myrica esculenta,N-fixer Myricaceae,Tree (evergreen),,13,2000,2150,,,,,,,,,,,,,,,,,,,18.6,
867,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Myrsine semiserrata,Myrsinaceae,Tree (evergreen),,13,2000,2150,,,,,,,,,,,,,,,,,,,15.1,
868,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Quercus floribunda,Fagaceae,Tree (evergreen),,13,2000,2150,,,,,,,,,,,,,,,,,,,12.3,
869,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Quercus lanuginosa,Fagaceae,Tree (evergreen),,13,2000,2150,,,,,,,,,,,,,,,,,,,12.8,
870,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Lyonia ovalifolia,Ericaceae,Tree (deciduous),,13,2000,2150,,,,,,,,,,,,,,,,,,,34.1,
871,Ralhan & Singh (1987),61,India,Kumaun Himalaya,Naini Tal district,,29.4,79.7,C,,Viburnum cotinifolium,Caprifoliaceae,Tree (deciduous),,13,2000,2150,,,,,,,,,,,,,,,,,,,29.7,
534,Ratnam et al. (2008),62,South Africa,North-eastern,,Kruger National Park,-23.9,31.6,A,Well-wooded savanna,Grasses,,Graminoid,Picked from the plant or recently fallen,22.5,550,550,,,1.84,1.02,0.24,0.08,,,,,,,,,,,,,,
535,Ratnam et al. (2008),62,South Africa,North-eastern,,Kruger National Park,-23.9,31.6,A,Well-wooded savanna,Broad leaf trees,,Trees,Picked from the plant or recently fallen,22.5,550,550,,,1.99,1.18,0.17,0.08,,,,,,,,,,,,,,
536,Ratnam et al. (2008),62,South Africa,North-eastern,,Kruger National Park,-23.9,31.6,A,Well-wooded savanna,Fine leaf trees,,Trees,Picked from the plant or recently fallen,22.5,550,550,,,2.86,1.81,0.17,0.07,,,,,,,,,,,,,,
820,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Cultivated,1.9,-67.1,A,Amazon Forest,Manihot esculenta,Euphorbiaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,3.98,1.75,0.25,0.07,,,,,,,,,,,,,,
821,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Colonizer,1.9,-67.1,A,Amazon Forest,Cecropia ficifolia,Urticaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,2.47,1.11,0.11,0.03,,,,,,,,,,,,,,
822,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Colonizer,1.9,-67.1,A,Amazon Forest,Solanum straminifolia,Solanaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,3.92,2.08,,,,,,,,,,,,,,,,
823,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Early succession,1.9,-67.1,A,Amazon Forest,Bellucia grossularioides,Melastomataceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.69,0.88,0.06,0.02,,,,,,,,,,,,,,
824,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Early succession,1.9,-67.1,A,Amazon Forest,Clidemia sericea,Melastomataceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.65,1.01,0.08,0.04,,,,,,,,,,,,,,
825,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Early succession,1.9,-67.1,A,Amazon Forest,Vismia japurensis,Clusiaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.64,0.87,0.09,0.03,,,,,,,,,,,,,,
826,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Late succession,1.9,-67.1,A,Amazon Forest,Cabari,N-fixer Leguminosae,Trees,Litterfall traps cleared every 2 weeks,26,3565,100,,,2.22,1.35,0.07,0.04,,,,,,,,,,,,,,
827,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Late succession,1.9,-67.1,A,Amazon Forest,Licania heteromorpha,Chrysobalanaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.25,0.83,0.06,0.02,,,,,,,,,,,,,,
828,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Late succession,1.9,-67.1,A,Amazon Forest,Ocotea costulata,Lauraceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.6,1.12,0.07,0.03,,,,,,,,,,,,,,
829,Reich et al. (1995),63,Venezuela,,San Carlos de Rio Negro,Late succession,1.9,-67.1,A,Amazon Forest,Protium sp.,Burseraceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,3565,100,,,1.69,1.12,0.08,0.03,,,,,,,,,,,,,,
501,Richardson et al. (2005),64,New Zealand,South Island,Central Westland,,-43,170,C,,Angiosperms,,Trees,Recently fallen leaves,10,5000,0,,,1.15,0.54,0.1,0.05,,,,,,,,,,,,,,
502,Richardson et al. (2005),64,New Zealand,South Island,Central Westland,,-43,170,C,,Conifers,Conifers,Conifers,Recently fallen leaves,10,5000,0,,,0.92,0.57,0.11,0.05,,,,,,,,,,,,,,
503,Richardson et al. (2005),64,New Zealand,South Island,Central Westland,,-43,170,C,,Ferns,,Ferns,Recently fallen leaves,10,5000,0,,,1.76,0.83,0.15,0.06,,,,,,,,,,,,,,
876,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Beilschmiedia tawa,Lauraceae,Tree (evergreen),,9,1545,600,,,1.37,0.65,0.11,0.04,,,,,,,,,,,,,,
877,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Dacrydium cupressinum,Podocarpaceae,Conifers,,9,1545,600,,,0.91,0.71,0.09,0.05,,,,,,,,,,,,,,
878,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Melicytus ramiflorus,Violaceae,Tree (evergreen),,9,1545,600,,,2.36,1.16,0.23,0.1,,,,,,,,,,,,,,
879,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Cyathea smithii,Cyatheaceae,Ferns,,9,1545,600,,,1.72,1.12,0.17,0.1,,,,,,,,,,,,,,
880,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Dicksonia squarrosa,Dicksoniaceae,Ferns,,9,1545,600,,,1.45,1.03,0.16,0.08,,,,,,,,,,,,,,
881,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Dicksonia fribrosa,Dicksoniaceae,Ferns,,9,1545,600,,,1.7,1.48,0.21,0.1,,,,,,,,,,,,,,
882,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Blechnum discolor,Blechnaceae,Ferns,,9,1545,600,,,0.97,0.52,0.12,0.04,,,,,,,,,,,,,,
883,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Blechnum fluviatile,Blechnaceae,Ferns,,9,1545,600,,,1.5,1.08,0.2,0.11,,,,,,,,,,,,,,
884,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Leptopteris hymenophylloides,Osmundaceae,Ferns,,9,1545,600,,,1.46,1.11,0.15,0.08,,,,,,,,,,,,,,
885,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Blechnum chambersii,Blechnaceae,Ferns,,9,1545,600,,,1.7,1.08,0.25,0.11,,,,,,,,,,,,,,
886,Richardson et al. (2008),65,New Zealand,North Island,Whakatane River,,-38.6,176.9,C,Cool-temperate rainforest,Polystichum wawranum,Dryopteridaceae,Ferns,,9,1545,600,,,1.57,1.27,0.2,0.09,,,,,,,,,,,,,,
323,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Fagus sylvatica,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,46.7,46.1,2.39,1.23,0.18,0.08,1.03,0.19,0.77,1,0.18,0.16,,,,,,,,
324,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Fagus sylvatica,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,47,44.6,2.46,1.35,0.17,0.06,0.97,0.17,0.75,0.87,0.17,0.13,,,,,,,,
325,Sariyildiz & Anderson (2005),66,England,Devon,,Low Fertility,50.4,-3.7,C,,Fagus sylvatica,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,45.3,44.4,2.66,1.14,,,0.67,0.26,0.83,1.36,0.25,0.25,,,,,,,,
326,Sariyildiz & Anderson (2005),66,England,Devon,,Low Fertility,50.4,-3.7,C,,Fagus sylvatica,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,46.8,45,2.65,1.01,,,0.85,0.24,0.89,1.14,0.25,0.25,,,,,,,,
327,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Quercus robur,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,46.8,48,2.87,1.39,0.26,0.12,1.19,0.25,0.86,1.45,1.17,0.16,,,,,,,,
328,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Quercus robur,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,47.9,47.6,2.91,1.41,0.25,0.14,1.23,0.29,0.83,1.33,0.15,0.16,,,,,,,,
329,Sariyildiz & Anderson (2005),66,England,Devon,,Low Fertility,50.4,-3.7,C,,Quercus robur,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,45.3,47.3,2.32,1.49,0.16,0.05,1.02,0.15,0.74,0.97,0.23,0.12,,,,,,,,
330,Sariyildiz & Anderson (2005),66,England,Devon,,Low Fertility,50.4,-3.7,C,,Quercus robur,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,45.3,47.4,2.37,1.53,0.17,0.05,1,0.13,0.77,1.18,0.22,0.12,,,,,,,,
331,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Castanea sativa,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,47,47,2.36,1.1,0.25,0.09,0.94,0.23,0.75,1.12,0.32,0.24,,,,,,,,
332,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Castanea sativa,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,47.9,47.1,2.45,1.14,0.17,0.08,0.91,0.17,0.7,1.02,0.28,0.2,,,,,,,,
333,Sariyildiz & Anderson (2005),66,England,Devon,,High Fertility,50.4,-3.7,C,,Castanea sativa,Fagaceae,Tree (deciduous),Litterfall,10.5,1000,200,45.9,47.5,2.72,1.23,0.13,0.05,0.71,0.11,0.96,0.8,0.22,0.16,,,,,,,,
98,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Brosimum lactescens,Moraceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,1.91,1.3,0.1,0.05,0.78,0.39,0.56,0.58,0.23,0.14,,,,,,,,
99,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Duguetia lucida,Annonaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,2.53,1.64,0.14,0.06,0.93,0.34,0.39,0.31,0.21,0.29,,,,,,,,
100,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Lecythis corrugata,Lecythidaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,1.93,1.13,0.16,0.06,1.25,0.41,0.19,0.41,0.13,0.22,,,,,,,,
101,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Licania kunthiana,Chrysobalanaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,2.13,1.23,0.1,0.05,0.69,0.31,0.42,0.48,0.23,0.26,,,,,,,,
102,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Pouteria hispida,Sapotaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,1.75,1.17,0.09,0.04,1.02,0.29,0.3,0.33,0.14,0.2,,,,,,,,
103,Scott et al. (1992),67,Brazil,RR,Maraca Island,,3.3,-61.3,A,Amazon Forest,Tetragastris panamensis,Burseraceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,31.6,2300,150,,,1.36,0.89,0.08,0.04,0.85,0.35,0.42,0.56,0.16,0.2,,,,,,,,
135,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Acer rubrum,Sapindaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.11,1.02,0.09,0.03,0.46,0.22,,,,,,,,,,,,
136,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Alnus rugosa,N-fixer Betulaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.53,2.37,0.1,0.06,0.81,0.17,,,,,,,,,,,,
137,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Andromeda glaucophylla,Ericaceae,Tree (evergreen),Picked from the plant,5.5,898,70,,,1.14,0.42,0.06,0.02,0.58,0.11,,,,,,,,,,,,
138,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Aronia melanocarpa,Rosaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.74,0.8,0.14,0.04,1.06,0.15,,,,,,,,,,,,
139,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Betula populifolia,Betulaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.79,0.83,0.1,0.05,0.55,0.12,,,,,,,,,,,,
140,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Betula pumila,Betulaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.81,1.39,0.11,0.06,0.47,0.05,,,,,,,,,,,,
141,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Chamaedaphne calyculata,Ericaceae,Tree (evergreen),Picked from the plant,5.5,898,70,,,1.36,0.75,0.08,0.03,0.39,0.03,,,,,,,,,,,,
142,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Comptonia peregrina,N-fixer Myricaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.21,1.89,0.08,0.04,0.65,0.07,,,,,,,,,,,,
143,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Gaylussacia baccata,Ericaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.66,0.53,0.08,0.02,0.68,0.05,,,,,,,,,,,,
144,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Ilex verticillata,Aquifoliaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.53,2.5,0.1,0.09,1.38,0.42,,,,,,,,,,,,
145,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Kalmia angustifolia,Ericaceae,Tree (evergreen),Picked from the plant,5.5,898,70,,,1.22,0.5,0.07,0.03,0.49,0.08,,,,,,,,,,,,
146,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Kalmia polifolia,Ericaceae,Tree (evergreen),Picked from the plant,5.5,898,70,,,1.3,0.67,0.07,0.03,0.47,0.1,,,,,,,,,,,,
147,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Larix laricina,Pinaceae,Conifers,Picked from the plant,5.5,898,70,,,1.28,0.48,0.08,0.04,0.68,0.48,,,,,,,,,,,,
148,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Ledum groenlandicum,Ericaceae,Tree (evergreen),Picked from the plant,5.5,898,70,,,1.41,0.4,0.09,0.03,0.64,0.11,,,,,,,,,,,,
149,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Nemopanthus mucronata,Aquifoliaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.62,0.56,0.1,0.02,1.03,0.1,,,,,,,,,,,,
150,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Picea glauca,Pinaceae,Conifers,Picked from the plant,5.5,898,70,,,1.41,0.38,0.1,0.02,0.83,0.14,,,,,,,,,,,,
151,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Picea mariana,Pinaceae,Conifers,Picked from the plant,5.5,898,70,,,1.02,0.56,0.09,0.05,0.59,0.17,,,,,,,,,,,,
152,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Pinus strobus,Pinaceae,Conifers,Picked from the plant,5.5,898,70,,,1.22,0.5,0.1,0,0.58,0.04,,,,,,,,,,,,
153,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Populus tremuloides,Salicaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.94,1.34,0.09,0.04,1.13,0.14,,,,,,,,,,,,
154,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Rubus hispidus,Rosaceae,Forb,Picked from the plant,5.5,898,70,,,2.02,1.26,0.12,0.09,1.15,0.17,,,,,,,,,,,,
155,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Salix fragilis,Salicaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.66,1.44,0.24,0.11,1.09,0.34,,,,,,,,,,,,
156,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Sarracenia purpurea,Sarraceniaceae,Forb,Picked from the plant,5.5,898,70,,,1.09,0.48,0.09,0.02,0.47,0.05,,,,,,,,,,,,
157,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Spiraea alba,Rosaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.08,1,0.11,0.05,0.72,0.13,,,,,,,,,,,,
158,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Spiraea tomentosa,Rosaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.86,1.18,0.19,0.09,0.81,0.24,,,,,,,,,,,,
159,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Thuja occidentalis,Cupressaceae,Conifers,Picked from the plant,5.5,898,70,,,1.28,0.62,0.13,0.04,0.58,0.11,,,,,,,,,,,,
160,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Ulmus americana,Ulmaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.94,1.01,0.14,0.08,0.72,0.13,,,,,,,,,,,,
161,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Vaccinium myrtilloides,Ericaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,1.54,0.85,0.07,0.04,0.36,0.1,,,,,,,,,,,,
162,Small (1972),68,Canada,Ontario,Ottawa,Mer Bleue,45.4,-75.7,D,Temperate Forest,Viburnum cassinoides,Caprifoliaceae,Tree (deciduous),Picked from the plant,5.5,898,70,,,2.08,1.02,0.11,0.05,0.73,0.37,,,,,,,,,,,,
104,Smith et al. (1998),69,Brazil,PA,,Curua-Una Forest Reserve,-2,-54,A,,Carapa guianensis,Meliaceae,Tree (deciduous),Litterfall traps cleared every 2 weeks,26,1900,180,,,1.33,1.09,,,,,,,,,,,,,,,,
105,Smith et al. (1998),69,Brazil,PA,,Curua-Una Forest Reserve,-2,-54,A,,Euxylophora paraensis,Rutaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,1900,180,,,1.45,0.86,,,,,,,,,,,,,,,,
106,Smith et al. (1998),69,Brazil,PA,,Curua-Una Forest Reserve,-2,-54,A,,Pinus caribaea ,Pinaceae,Conifers,Litterfall traps cleared every 2 weeks,26,1900,180,,,0.9,0.45,,,,,,,,,,,,,,,,
107,Smith et al. (1998),69,Brazil,PA,,Curua-Una Forest Reserve,-2,-54,A,,All forest,,Trees,Litterfall traps cleared every 2 weeks,26,1900,180,,,1.8,1.4,,,,,,,,,,,,,,,,
108,Smith et al. (1998),69,Brazil,PA,,Curua-Una Forest Reserve,-2,-54,A,,Leguminosae,N-fixer Leguminosae,Trees,Litterfall traps cleared every 2 weeks,26,1900,180,,,1.88,1.57,,,,,,,,,,,,,,,,
109,Songwe et al. (1997),70,Cameroon,,,Bakundu Forest Reserve,4.5,9.2,A,,Terminalia superba,Combretaceae,Tree (deciduous),,27,2200,234,,,2.23,1.24,0.15,0.09,1.25,0.95,1.75,1.81,0.52,0.65,,,,,,,,
110,Songwe et al. (1997),70,Cameroon,,,Bakundu Forest Reserve,4.5,9.2,A,,Pycanthus angolensis,Myristicaceae,Tree (evergreen),,27,2200,234,,,1.64,1.12,0.11,0.09,0.49,0.48,1.54,1.86,1.11,0.98,,,,,,,,
335,Teklay (2004),71,Ethiopia,Wondo Genet,,,7.1,38.6,C,,"Albizia gummifera, Cordia africana, Milletia ferruginea",,Tree (evergreen),Picked from the plant,19.5,1240,1900,,,3.32,2.45,0.23,0.12,2.33,3.27,,,,,,,,,,,,
483,Tripathi et al. (2006),72,Japan,Uryu Experimental Forest,Hokkaido University,,44.6,142.3,D,,Sasa kurilensis,Gramineae,Graminoid,Recently fallen leaves,4.1,1045,300,40.9,39.7,2.14,1.06,,,,,,,,,,,,,,,,
484,Tripathi et al. (2006),72,Japan,Uryu Experimental Forest,Hokkaido University,,44.6,142.3,D,,Betula ermanii,Betulaceae,Tree (deciduous),Recently fallen leaves,4.1,1045,300,47.8,46.7,2.19,1.45,,,,,,,,,,,,,,,,
872,Vernescu et al. (2005),73,Canada,Ontario,Sudburry,site A - Dead Moose,46.5,-80.9,D,,Carex stricta,Cyperaceae,Graminoid,,5,868,150,,,,,,,,,,,,,,,,,3.9,1.7,56.3,
873,Vernescu et al. (2005),73,Canada,Ontario,Sudburry,site A - Dead Moose,46.5,-80.9,D,,Carex rostrata,Cyperaceae,Graminoid,,5,863,150,,,,,,,,,,,,,,,,,10.3,6.3,39.2,
874,Vernescu et al. (2005),73,Canada,Ontario,Sudburry,site A - Dead Moose,46.5,-80.9,D,,Calamagrostis canadensis,Poaceae,Graminoid,,5,868,150,,,,,,,,,,,,,,,,,2.5,2,22.4,
875,Vernescu et al. (2005),73,Canada,Ontario,Sudburry,site A - Dead Moose,46.5,-80.9,D,,Glyceria canadensis,Poaceae,Graminoid,,5,863,150,,,,,,,,,,,,,,,,,3.9,3.8,1.5,
706,Vitousek (1998),74,USA,HI,,Thurston,19.4,-155.2,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Litterfall traps cleared every 3 weeks,16,2500,1200,,,0.74,0.36,0.06,0.02,,,,,,,255,203,,,,,37.6,
707,Vitousek (1998),74,USA,HI,,Laupahoehoe,20,-155.2,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Litterfall traps cleared every 3 weeks,16,2500,1200,,,1.17,0.73,0.09,0.05,,,,,,,147,128,,,,,40,
708,Vitousek (1998),74,USA,HI,,Kokee,22.1,-159.7,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Litterfall traps cleared every 3 weeks,16,2500,1200,,,0.94,0.3,0.06,0.02,,,,,,,171,161,,,,,31.8,
